date,product_id,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days,cat_Electronics,cat_Apparel,cat_Home,cat_Beauty,cat_Sports,is_weekend,month_sin,month_cos,day_sin,day_cos,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_30,promo_impact
2022-04-04,P001,28.0,24933.28,69,45,0,0.0,0,4,13,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,15.0,20.0,21.142857142857142,4.6342410895626145,17.45,0.0
2022-04-26,P001,17.0,24215.21,52,45,0,0.0,1,4,13,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,20.0,20.0,23.0,4.358898943540677,17.952380952380953,0.0
2022-04-30,P001,21.0,24938.69,161,45,0,0.0,5,4,13,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,24.0,9.0,22.571428571428573,4.825527358301298,17.90909090909091,0.0
2022-05-04,P001,15.0,23861.7,146,45,0,0.0,2,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,25.0,15.0,22.142857142857142,4.810702354423641,18.043478260869566,0.0
2022-05-09,P001,10.0,23952.02,136,45,0,0.0,0,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,18.0,11.0,20.714285714285715,5.282495802626057,17.916666666666668,0.0
2022-05-14,P001,27.0,23801.94,109,45,0,0.0,5,5,13,1,0,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,18.0,23.0,19.571428571428573,6.654751256486924,17.6,0.0
2022-05-17,P001,20.0,24620.44,89,45,0,0.0,1,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,28.0,18.0,20.857142857142858,7.1514234347336165,17.96153846153846,0.0
2022-05-20,P001,12.0,24466.93,77,45,0,0.0,4,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,28.0,15.0,19.714285714285715,6.4216894379980145,18.037037037037038,0.0
2022-05-31,P001,17.0,24170.57,60,45,0,0.0,1,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,17.0,20.0,17.428571428571427,5.798193478924936,17.821428571428573,0.0
2022-06-07,P001,13.0,23971.88,47,45,0,0.0,1,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,21.0,24.0,17.428571428571427,5.798193478924936,17.79310344827586,0.0
2022-06-11,P001,23.0,24293.41,123,45,0,0.0,5,6,13,1,0,0,0,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,15.0,25.0,16.285714285714285,5.765248931147316,17.633333333333333,0.0
2022-07-04,P001,17.0,24563.21,106,45,0,0.0,0,7,13,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,10.0,18.0,17.428571428571427,6.241184258807056,17.9,0.0
2022-07-21,P001,22.0,23778.04,84,45,0,0.0,3,7,13,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,27.0,18.0,18.428571428571427,5.349677337844558,18.1,0.0
2022-07-23,P001,25.0,24138.84,59,45,0,0.0,5,7,13,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,20.0,28.0,17.714285714285715,4.2314018840996335,18.266666666666666,0.0
2022-07-27,P001,10.0,23722.52,49,45,0,0.0,2,7,13,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,12.0,28.0,18.428571428571427,5.028490259085157,18.833333333333332,0.0
2022-07-30,P001,14.0,24567.02,158,45,0,0.0,5,7,13,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,17.0,17.0,18.142857142857142,5.490251100164469,18.866666666666667,0.0
2022-08-01,P001,16.0,24768.88,142,45,0,0.0,0,8,13,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,13.0,21.0,17.714285714285715,5.707138387268054,18.5,0.0
2022-08-02,P001,22.0,23652.56,120,45,0,0.0,1,8,13,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,23.0,15.0,18.142857142857142,5.398412465054626,18.366666666666667,0.0
2022-08-08,P001,24.0,24746.47,96,45,0,0.0,0,8,13,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,17.0,10.0,18.0,5.259911279353169,18.433333333333334,0.0
2022-08-09,P001,21.0,24180.51,75,45,0,0.0,1,8,13,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,22.0,27.0,19.0,5.686240703077327,18.933333333333334,0.0
2022-08-10,P001,10.0,24364.46,65,45,0,0.0,2,8,13,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,25.0,20.0,18.857142857142858,5.610364558225292,19.133333333333333,0.0
2022-08-16,P001,21.0,24749.54,138,45,0,0.0,1,8,13,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,10.0,12.0,16.714285714285715,5.736267244886867,19.1,0.0
2022-08-28,P001,23.0,24934.45,115,45,0,0.0,6,8,13,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,14.0,17.0,18.285714285714285,5.056820005836533,19.033333333333335,0.0
2022-08-31,P001,20.0,24725.51,95,45,0,0.0,2,8,13,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,16.0,13.0,19.571428571428573,4.9280538030458105,19.2,0.0
2022-09-08,P001,7.0,24373.35,88,45,0,0.0,3,9,13,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,22.0,23.0,20.142857142857142,4.670066788550651,19.366666666666667,0.0
2022-09-10,P001,31.0,24634.71,57,45,0,0.0,5,9,13,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,24.0,17.0,18.0,6.6833125519211425,18.933333333333334,0.0
2022-09-21,P001,15.0,23724.24,209,45,0,0.0,2,9,13,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,21.0,22.0,19.0,8.103497187428813,19.166666666666668,0.0
2022-09-23,P001,21.0,23597.12,188,45,0,0.0,4,9,13,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,10.0,25.0,18.142857142857142,8.173709305420877,18.833333333333332,0.0
2022-09-24,P001,26.0,24851.86,162,45,0,0.0,5,9,13,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,21.0,10.0,19.714285714285715,7.364651739090941,18.933333333333334,0.0
2022-09-27,P001,21.0,24275.42,141,45,0,0.0,1,9,13,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,23.0,14.0,20.428571428571427,7.7428922859859615,19.2,0.0
2022-10-01,P001,45.0,24658.49,96,45,0,0.0,5,10,13,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,20.0,16.0,20.142857142857142,7.668736780560653,18.966666666666665,0.0
2022-10-02,P001,41.0,33480.59,55,45,1,13.2,6,10,13,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,7.0,22.0,23.714285714285715,12.120427463780384,19.533333333333335,13.2
2022-10-04,P001,42.0,24245.02,155,45,1,30.2,1,10,13,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,31.0,24.0,28.571428571428573,11.073348527841402,20.333333333333332,30.2
2022-10-22,P001,25.0,24415.82,130,45,0,0.0,5,10,13,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,15.0,21.0,30.142857142857142,12.198750911856651,21.033333333333335,0.0
2022-10-24,P001,26.0,23662.16,104,45,1,20.9,0,10,13,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,21.0,10.0,31.571428571428573,10.612212192518921,21.366666666666667,20.9
2022-10-29,P001,38.0,24019.6,66,45,0,0.0,5,10,13,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,26.0,21.0,32.285714285714285,9.92831448793944,21.9,0.0
2022-10-30,P001,38.0,23977.11,131,45,0,0.0,6,10,13,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,21.0,23.0,34.0,9.695359714832636,22.266666666666666,0.0
2022-11-03,P001,38.0,24664.22,105,45,0,0.0,3,11,13,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,45.0,20.0,36.42857142857143,7.849780100044019,22.866666666666667,0.0
2022-11-05,P001,31.0,24257.96,74,45,0,0.0,5,11,13,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,41.0,7.0,35.42857142857143,6.972736021035582,23.733333333333334,0.0
2022-11-12,P001,26.0,24409.55,48,45,0,0.0,5,11,13,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,42.0,31.0,34.0,6.65832811847936,24.2,0.0
2022-11-15,P001,29.0,24055.81,145,45,0,0.0,1,11,13,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,25.0,15.0,31.714285714285715,6.183695920571687,24.633333333333333,0.0
2022-11-16,P001,38.0,24501.15,107,45,0,0.0,2,11,13,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,26.0,21.0,32.285714285714285,5.6188458397991505,24.833333333333332,0.0
2022-11-20,P001,42.0,24192.85,65,45,0,0.0,6,11,13,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,38.0,26.0,34.0,5.196152422706591,25.533333333333335,0.0
2022-12-02,P001,42.0,24045.77,146,45,0,0.0,4,12,13,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,38.0,21.0,34.57142857142857,5.883795341363189,26.2,0.0
2022-12-07,P001,19.0,24684.86,127,45,0,0.0,2,12,13,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,38.0,45.0,35.142857142857146,6.440201120787301,26.766666666666666,0.0
2022-12-10,P001,29.0,24575.56,98,45,0,0.0,5,12,13,1,0,0,0,0,1,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,31.0,41.0,32.42857142857143,8.657504314314869,27.066666666666666,0.0
2022-12-21,P001,26.0,23851.94,72,45,0,0.0,2,12,13,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,26.0,42.0,32.142857142857146,8.745066636463676,27.566666666666666,0.0
2022-12-22,P001,32.0,24454.45,194,45,0,0.0,3,12,13,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,29.0,25.0,32.142857142857146,8.745066636463676,27.9,0.0
2022-12-28,P001,29.0,24956.89,165,45,0,0.0,2,12,13,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,38.0,26.0,32.57142857142857,8.638231741453065,28.233333333333334,0.0
2022-12-30,P001,26.0,24886.09,139,45,0,0.0,4,12,13,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,42.0,38.0,31.285714285714285,8.360906763309922,28.4,0.0
2023-01-01,P001,21.0,24669.83,118,45,0,0.0,6,1,13,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,42.0,38.0,29.0,7.023769168568479,28.566666666666666,0.0
2023-01-02,P001,15.0,24292.45,103,45,0,0.0,0,1,13,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,19.0,38.0,26.0,4.6188021535170005,28.933333333333334,0.0
2023-01-16,P001,35.0,24031.36,68,45,1,42.2,0,1,13,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,29.0,31.0,25.428571428571427,5.740416444159861,28.733333333333334,42.2
2023-01-22,P001,35.0,24123.36,58,45,0,0.0,6,1,13,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,26.0,26.0,26.285714285714285,6.725927091345488,29.133333333333333,0.0
2023-01-25,P001,35.0,23788.35,165,45,0,0.0,2,1,13,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,32.0,29.0,27.571428571428573,7.480132415430947,29.633333333333333,0.0
2023-01-26,P001,17.0,24272.38,148,45,0,0.0,3,1,13,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,29.0,38.0,28.0,7.852812659593154,30.566666666666666,0.0
2023-01-31,P001,18.0,33480.59,130,45,0,0.0,1,1,13,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,26.0,42.0,26.285714285714285,8.845230083954583,30.1,0.0
2023-02-02,P001,26.0,24216.51,104,45,0,0.0,3,2,13,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,21.0,42.0,25.142857142857142,9.388442743227289,30.2,0.0
2023-02-06,P001,19.0,23615.94,85,45,0,0.0,0,2,13,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,15.0,19.0,25.857142857142858,9.209208641871665,30.366666666666667,0.0
2023-02-15,P001,12.0,24331.68,73,45,0,0.0,2,2,13,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,35.0,29.0,26.428571428571427,8.521681032463462,30.133333333333333,0.0
2023-02-20,P001,12.0,23967.53,53,45,0,0.0,0,2,13,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,35.0,26.0,23.142857142857142,9.081640296564856,29.833333333333332,0.0
2023-02-21,P001,10.0,24952.7,158,45,0,0.0,1,2,13,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,35.0,32.0,19.857142857142858,8.1940745141143,28.733333333333334,0.0
2023-03-02,P001,18.0,24882.34,140,45,0,0.0,3,3,13,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,17.0,29.0,16.285714285714285,5.498917642417991,27.7,0.0
2023-03-03,P001,9.0,23839.0,131,45,0,0.0,4,3,13,1,0,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,18.0,26.0,16.428571428571427,5.533448076836739,26.9,0.0
2023-03-13,P001,9.0,24389.41,122,45,0,0.0,0,3,13,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,26.0,21.0,15.142857142857142,6.121780008803906,26.366666666666667,0.0
2023-03-21,P001,9.0,24396.57,113,45,0,0.0,1,3,13,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,19.0,15.0,12.714285714285714,4.1518785191881635,25.8,0.0
2023-03-30,P001,14.0,24122.89,99,45,0,0.0,3,3,13,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,12.0,35.0,11.285714285714286,3.2513733362118744,24.833333333333332,0.0
2023-04-01,P001,20.0,24991.65,79,45,0,0.0,5,4,13,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,12.0,35.0,11.571428571428571,3.4086724129855255,24.033333333333335,0.0
2023-04-06,P001,11.0,24058.58,68,45,0,0.0,3,4,13,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,10.0,35.0,12.714285714285714,4.68025233344985,23.433333333333334,0.0
2023-04-07,P001,18.0,24079.38,50,45,0,0.0,4,4,13,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,18.0,17.0,12.857142857142858,4.598136268408973,22.766666666666666,0.0
2023-04-10,P001,18.0,24194.61,191,45,0,0.0,0,4,13,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,9.0,18.0,12.857142857142858,4.598136268408973,22.5,0.0
2023-04-15,P001,27.0,23915.81,164,45,0,0.0,5,4,13,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,9.0,26.0,14.142857142857142,4.598136268408963,22.133333333333333,0.0
2023-04-16,P001,20.0,24707.48,144,45,0,0.0,6,4,13,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,9.0,19.0,16.714285714285715,6.047431568147684,21.766666666666666,0.0
2023-04-17,P001,14.0,23597.75,130,45,0,0.0,0,4,13,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,14.0,12.0,18.285714285714285,5.0568200058365775,21.033333333333335,0.0
2023-04-19,P001,14.0,24052.53,116,45,0,0.0,2,4,13,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,20.0,12.0,18.285714285714285,5.0568200058365775,20.1,0.0
2023-04-22,P001,18.0,24712.11,98,45,0,0.0,5,4,13,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,11.0,10.0,17.428571428571427,5.223572942509257,19.933333333333334,0.0
2023-05-08,P001,20.0,24698.8,78,45,0,0.0,0,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,18.0,18.0,18.428571428571427,4.391550328268452,19.566666666666666,0.0
2023-05-12,P001,20.0,24321.22,58,45,0,0.0,4,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,18.0,9.0,18.714285714285715,4.423960733486342,19.366666666666667,0.0
2023-05-13,P001,14.0,24964.15,151,45,0,0.0,5,5,13,1,0,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,27.0,9.0,19.0,4.4347115652167375,18.966666666666665,0.0
2023-05-15,P001,14.0,24960.54,137,45,0,0.0,0,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,20.0,9.0,17.142857142857142,3.0237157840739077,18.466666666666665,0.0
2023-05-16,P001,23.0,24024.54,114,45,0,0.0,1,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,14.0,14.0,16.285714285714285,2.927700218845702,18.066666666666666,0.0
2023-05-19,P001,10.0,24512.43,104,45,0,0.0,4,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,14.0,20.0,17.571428571428573,3.6449573777638062,18.133333333333333,0.0
2023-05-30,P001,22.0,24109.09,82,45,0,0.0,1,5,13,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,18.0,11.0,17.0,4.509249752822956,17.966666666666665,0.0
2023-06-02,P001,25.0,24327.69,57,45,0,0.0,4,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,20.0,18.0,17.571428571428573,4.894116973712568,17.533333333333335,0.0
2023-06-07,P001,20.0,24491.72,204,45,0,0.0,2,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,20.0,18.0,18.285714285714285,5.618845839799223,17.2,0.0
2023-06-10,P001,27.0,24510.11,177,45,0,0.0,5,6,13,1,0,0,0,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,14.0,27.0,18.285714285714285,5.618845839799223,16.7,0.0
2023-06-12,P001,16.0,24503.37,161,45,0,0.0,0,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,14.0,20.0,20.142857142857142,6.094494002200468,17.033333333333335,0.0
2023-06-14,P001,16.0,24001.34,145,45,0,0.0,2,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,23.0,14.0,20.428571428571427,5.798193478924961,16.966666666666665,0.0
2023-06-21,P001,20.0,24352.14,125,45,0,0.0,2,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,10.0,14.0,19.428571428571427,5.88379534136326,16.633333333333333,0.0
2023-06-22,P001,12.0,23859.42,113,45,0,0.0,3,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,22.0,18.0,20.857142857142858,4.180453381655006,16.666666666666668,0.0
2023-06-26,P001,12.0,24703.42,101,45,0,0.0,0,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,25.0,20.0,19.428571428571427,5.287001130355596,16.666666666666668,0.0
2023-06-28,P001,12.0,24570.6,89,45,0,0.0,2,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,20.0,20.0,17.571428571428573,5.287001130355606,16.666666666666668,0.0
2023-06-29,P001,12.0,23903.87,77,45,0,0.0,3,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,27.0,14.0,16.428571428571427,5.533448076836739,16.733333333333334,0.0
2023-06-30,P001,14.0,24737.05,63,45,0,0.0,4,6,13,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,16.0,14.0,14.285714285714286,3.1471831698778856,16.533333333333335,0.0
2023-07-03,P001,21.0,24413.82,192,45,0,0.0,0,7,13,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,16.0,23.0,14.0,3.055050463304013,16.7,0.0
2023-07-08,P001,27.0,24559.9,165,45,0,0.0,5,7,13,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,20.0,10.0,14.714285714285714,4.029651999626757,17.1,0.0
2023-07-09,P001,28.0,24229.78,137,45,0,0.0,6,7,13,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,12.0,22.0,15.714285714285714,5.964178784328081,17.7,0.0
