date,product_id,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days,Apparel,Beauty,Electronics,Home,Sports,day_sin,day_cos,month_sin,month_cos,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30,is_weekend,quarter,quarter_sin,quarter_cos
2022-08-09,P001,0.09868421052631578,0.7950556387962402,0.1937984496124031,0.423728813559322,0,0.0,1,8,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0.10526315789473685,0.1381578947368421,0.11704312114989732,0.1057881174520572,0.10242376856919466,0.10343975899267968,0,3,-1.0,-1.8369701987210297e-16
2022-08-10,P001,0.02631578947368421,0.8012857073185269,0.16795865633074936,0.423728813559322,0,0.0,2,8,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,-0.8660254037844385,-0.5000000000000004,0.12499999999999999,0.09210526315789473,0.08624229979466119,0.10867704478868655,0.1016419077404222,0.10582779375847665,0,3,-1.0,-1.8369701987210297e-16
2022-08-16,P001,0.09868421052631578,0.8143277012655895,0.35658914728682173,0.423728813559322,0,0.0,1,8,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0.02631578947368421,0.039473684210526314,0.108829568788501,0.093086641162384,0.10007818608287727,0.10420466970993722,0,3,-1.0,-1.8369701987210297e-16
2022-08-28,P001,0.1118421052631579,0.8205902833284111,0.2971576227390181,0.423728813559322,0,0.0,6,8,0.9166666666666666,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0.05263157894736842,0.07236842105263157,0.12731006160164274,0.09013200839687362,0.10398749022673959,0.10611706307309471,1,3,-1.0,-1.8369701987210297e-16
2022-08-31,P001,0.09210526315789473,0.8135138467040751,0.2454780361757106,0.423728813559322,0,0.0,2,8,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,-0.8660254037844385,-0.5000000000000004,0.06578947368421052,0.04605263157894736,0.135523613963039,0.08421231153866571,0.10789679437060201,0.10364863125432416,0,3,-1.0,-1.8369701987210297e-16
2022-09-08,P001,0.006578947368421052,0.8015867962511887,0.22739018087855298,0.423728813559322,0,0.0,3,9,0.9166666666666666,0,0,1,0,0,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,0.10526315789473685,0.1118421052631579,0.10472279260780284,0.13040767778043555,0.09773260359655978,0.12323436723871983,0,3,-1.0,-1.8369701987210297e-16
2022-09-10,P001,0.16447368421052633,0.8104386076618156,0.14728682170542637,0.423728813559322,0,0.0,5,9,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,0.11842105263157894,0.07236842105263157,0.11909650924024637,0.16299483160033312,0.10320562939796718,0.13792522702838358,1,3,-1.0,-1.8369701987210297e-16
2022-09-21,P001,0.05921052631578948,0.7796025626088865,0.5400516795865633,0.423728813559322,0,0.0,2,9,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,0.09868421052631578,0.10526315789473685,0.10677618069815195,0.1646058989445523,0.09538702111024233,0.13550106361227318,0,3,-1.0,-1.8369701987210297e-16
2022-09-23,P001,0.09868421052631578,0.7752972279497231,0.48578811369509045,0.423728813559322,0,0.0,4,9,0.9166666666666666,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,0.02631578947368421,0.12499999999999999,0.1293634496919918,0.14604149351164813,0.09773260359655978,0.13595126938284716,0,3,-1.0,-1.8369701987210297e-16
2022-09-24,P001,0.13157894736842102,0.8177931027942678,0.4186046511627907,0.423728813559322,0,0.0,5,9,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,0.09868421052631578,0.02631578947368421,0.1396303901437371,0.1547204938151433,0.10398749022673959,0.1415945715437321,1,3,-1.0,-1.8369701987210297e-16
2022-09-27,P001,0.09868421052631578,0.7982700764339147,0.36434108527131787,0.423728813559322,0,0.0,1,9,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,0.1118421052631579,0.05263157894736842,0.135523613963039,0.15301894262139804,0.09851446442533224,0.13241338122445115,0,3,-1.0,-1.8369701987210297e-16
2022-10-01,P001,0.256578947368421,0.8112439951554824,0.24806201550387597,0.423728813559322,0,0.0,5,10,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.09210526315789473,0.06578947368421052,0.18685831622176588,0.2551661743444261,0.11180609851446444,0.1965465414327898,1,4,-2.4492935982947064e-16,1.0
2022-10-02,P001,0.23026315789473684,0.9999999999999999,0.1421188630490956,0.423728813559322,1,0.21999999999999997,6,10,0.9166666666666666,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.006578947368421052,0.10526315789473685,0.25667351129363447,0.23114019807774094,0.13057075840500387,0.23674585492214653,1,4,-2.4492935982947064e-16,1.0
2022-10-04,P001,0.23684210526315785,0.7972404809836429,0.4005167958656331,0.423728813559322,1,0.5033333333333333,1,10,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0.16447368421052633,0.11842105263157894,0.27926078028747425,0.2569633619680295,0.14698983580922598,0.2743543826333923,0,4,-2.4492935982947064e-16,1.0
2022-10-22,P001,0.12499999999999999,0.8030251817371442,0.3359173126614987,0.423728813559322,0,0.0,5,10,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.05921052631578948,0.09868421052631578,0.2997946611909651,0.22055909452585953,0.15480844409695071,0.27245791479216985,1,4,-2.4492935982947064e-16,1.0
2022-10-24,P001,0.13157894736842102,0.7775000203209628,0.268733850129199,0.423728813559322,1,0.34833333333333333,0,10,0.9166666666666666,0,0,1,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.09868421052631578,0.02631578947368421,0.31006160164271046,0.20486657177987183,0.16731821735731034,0.2631374758239371,0,4,-2.4492935982947064e-16,1.0
2022-10-29,P001,0.21052631578947367,0.7896058952467911,0.17054263565891473,0.423728813559322,0,0.0,5,10,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.13157894736842102,0.09868421052631578,0.3347022587268993,0.19952125763232287,0.1759186864738076,0.28130100502004796,1,4,-2.4492935982947064e-16,1.0
2022-10-30,P001,0.21052631578947367,0.788166832395408,0.3385012919896641,0.423728813559322,0,0.0,6,10,0.9166666666666666,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.09868421052631578,0.1118421052631579,0.3696098562628336,0.15717311127846162,0.18999218139171226,0.29885660738246533,1,4,-2.4492935982947064e-16,1.0
2022-11-03,P001,0.21052631578947367,0.8114380603505501,0.2713178294573644,0.423728813559322,0,0.0,3,11,0.9166666666666666,0,0,1,0,0,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.256578947368421,0.09210526315789473,0.35523613963039014,0.1370487066095844,0.21032056293979673,0.3053661271994431,0,4,-2.4492935982947064e-16,1.0
2022-11-05,P001,0.16447368421052633,0.7976787364154362,0.19121447028423774,0.423728813559322,0,0.0,5,11,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.23026315789473684,0.006578947368421052,0.3347022587268993,0.1298343920573582,0.22126661454261132,0.30543432295184547,1,4,-2.4492935982947064e-16,1.0
2022-11-12,P001,0.13157894736842102,0.8028128276755255,0.12403100775193798,0.423728813559322,0,0.0,5,11,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.23684210526315785,0.16447368421052633,0.30184804928131415,0.1189436162706138,0.2314308053166536,0.2959896853120013,1,4,-2.4492935982947064e-16,1.0
2022-11-15,P001,0.15131578947368418,0.7908322653538421,0.37467700258397935,0.423728813559322,0,0.0,1,11,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.12499999999999999,0.05921052631578948,0.31006160164271046,0.10598272653338865,0.2361219702892885,0.29712391897255963,0,4,-2.4492935982947064e-16,1.0
2022-11-16,P001,0.21052631578947367,0.8059151613348975,0.2764857881136951,0.423728813559322,0,0.0,2,11,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,0.13157894736842102,0.09868421052631578,0.3347022587268993,0.09628372327911851,0.2525410476935106,0.30431257284212165,0,4,-2.4492935982947064e-16,1.0
2022-11-20,P001,0.23684210526315785,0.7954735732651993,0.16795865633074936,0.423728813559322,0,0.0,6,11,0.9166666666666666,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0.21052631578947367,0.13157894736842102,0.3429158110882956,0.11206218264501329,0.2681782642689601,0.32191848608101015,1,4,-2.4492935982947064e-16,1.0
2022-12-02,P001,0.23684210526315785,0.7904922279090812,0.37726098191214474,0.423728813559322,0,0.0,4,12,0.9166666666666666,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0.21052631578947367,0.09868421052631578,0.3511293634496919,0.12482931183867059,0.2814698983580922,0.3383897967227124,0,4,-2.4492935982947064e-16,1.0
2022-12-07,P001,0.08552631578947369,0.8121371014720504,0.3281653746770026,0.423728813559322,0,0.0,2,12,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,0.21052631578947367,0.256578947368421,0.3121149897330595,0.17570692199321492,0.28850664581704455,0.322976877866749,0,4,-2.4492935982947064e-16,1.0
2022-12-10,P001,0.15131578947368418,0.8084352994090663,0.2532299741602067,0.423728813559322,0,0.0,5,12,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0.16447368421052633,0.23026315789473684,0.3080082135523614,0.1777161022007382,0.30023455824863166,0.3105590788658572,1,4,-2.4492935982947064e-16,1.0
2022-12-21,P001,0.13157894736842102,0.7839275408654561,0.18604651162790697,0.423728813559322,0,0.0,2,12,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,0.13157894736842102,0.23684210526315785,0.3080082135523614,0.1777161022007382,0.3080531665363565,0.3007250051968219,0,4,-2.4492935982947064e-16,1.0
2022-12-22,P001,0.17105263157894735,0.8043335130609601,0.5012919896640827,0.423728813559322,0,0.0,3,12,0.9166666666666666,0,0,1,0,0,0.4338837391175582,-0.900968867902419,-2.4492935982947064e-16,1.0,0.15131578947368418,0.12499999999999999,0.31416837782340856,0.1752646990028724,0.31587177482408135,0.29914592725187794,0,4,-2.4492935982947064e-16,1.0
2022-12-28,P001,0.15131578947368418,0.8213502873384143,0.42635658914728686,0.423728813559322,0,0.0,2,12,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,-2.4492935982947064e-16,1.0,0.21052631578947367,0.13157894736842102,0.2956878850102669,0.1689012787158899,0.3197810789679436,0.29779653088629776,0,4,-2.4492935982947064e-16,1.0
2022-12-30,P001,0.13157894736842102,0.8189524137239653,0.35917312661498707,0.423728813559322,0,0.0,4,12,0.9166666666666666,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0.23684210526315785,0.21052631578947367,0.26283367556468173,0.13821969873764212,0.3236903831118061,0.29407236260943037,0,4,-2.4492935982947064e-16,1.0
2023-01-01,P001,0.09868421052631578,0.811628061353051,0.3049095607235142,0.423728813559322,0,0.0,6,1,0.9166666666666666,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387,0.23684210526315785,0.21052631578947367,0.21971252566735108,0.08303600776407564,0.33229085222830335,0.27157768661805515,1,1,1.0,6.123233995736766e-17
2023-01-02,P001,0.05921052631578948,0.7988468530956954,0.2661498708010336,0.423728813559322,0,0.0,0,1,0.9166666666666666,0,0,1,0,0,0.0,1.0,0.4999999999999999,0.8660254037844387,0.08552631578947369,0.21052631578947367,0.21149897330595477,0.10877225113831034,0.32759968725566846,0.28176550932163824,0,1,1.0,6.123233995736766e-17
2023-01-16,P001,0.1907894736842105,0.7900041861183438,0.1757105943152455,0.423728813559322,1,0.7033333333333334,0,1,0.9166666666666666,0,0,1,0,0,0.0,1.0,0.4999999999999999,0.8660254037844387,0.15131578947368418,0.16447368421052633,0.22381930184804924,0.13138549891471984,0.33698201720093823,0.2818892863079878,0,1,1.0,6.123233995736766e-17
2023-01-22,P001,0.1907894736842105,0.7931200670862719,0.14987080103359174,0.423728813559322,0,0.0,6,1,0.9166666666666666,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387,0.13157894736842102,0.13157894736842102,0.24229979466119098,0.1486912803555766,0.34870992963252534,0.2774950211013856,1,1,1.0,6.123233995736766e-17
2023-01-25,P001,0.1907894736842105,0.7817738574877328,0.42635658914728686,0.423728813559322,0,0.0,2,1,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.17105263157894735,0.15131578947368418,0.24845995893223818,0.1572426955297096,0.37060203283815474,0.23540987026216884,0,1,1.0,6.123233995736766e-17
2023-01-26,P001,0.07236842105263157,0.7981671168888876,0.3824289405684755,0.423728813559322,0,0.0,3,1,0.9166666666666666,0,0,1,0,0,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.15131578947368418,0.21052631578947367,0.22381930184804924,0.18001442425613107,0.35965598123534015,0.25059847092101584,0,1,1.0,6.123233995736766e-17
2023-01-31,P001,0.07894736842105263,0.9999999999999999,0.3359173126614987,0.423728813559322,0,0.0,1,1,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0.13157894736842102,0.23684210526315785,0.2073921971252566,0.19247882785693998,0.3620015637216575,0.24366272673026915,0,1,1.0,6.123233995736766e-17
2023-02-02,P001,0.13157894736842102,0.796274896566299,0.268733850129199,0.423728813559322,0,0.0,3,2,0.9166666666666666,0,0,1,0,0,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.09868421052631578,0.23684210526315785,0.21765913757700203,0.18836617300586217,0.36591086786551996,0.23781625790377478,0,1,1.0,6.123233995736766e-17
2023-02-06,P001,0.08552631578947369,0.7759346288172927,0.21963824289405687,0.423728813559322,0,0.0,0,2,0.9166666666666666,0,0,1,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.05921052631578948,0.08552631578947369,0.2258726899383983,0.17259035949327428,0.36043784206411256,0.24712301376864151,0,1,1.0,6.123233995736766e-17
2023-02-15,P001,0.039473684210526314,0.8001755053823456,0.18863049095607237,0.423728813559322,0,0.0,2,2,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0.1907894736842105,0.15131578947368418,0.17864476386036957,0.18543902593841288,0.3534010946051602,0.2671304136407816,0,1,1.0,6.123233995736766e-17
2023-02-20,P001,0.039473684210526314,0.7878423743554867,0.13695090439276486,0.423728813559322,0,0.0,0,2,0.9166666666666666,0,0,1,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.1907894736842105,0.13157894736842102,0.13141683778234084,0.1650731932467679,0.32759968725566846,0.2712600010381049,0,1,1.0,6.123233995736766e-17
2023-02-21,P001,0.02631578947368421,0.8212083792812881,0.40826873385012924,0.423728813559322,0,0.0,1,2,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.1907894736842105,0.17105263157894735,0.08008213552361393,0.10323088813316132,0.3033620015637216,0.2844209139882409,0,1,1.0,6.123233995736766e-17
2023-03-02,P001,0.07894736842105263,0.8188254077062509,0.36175710594315247,0.423728813559322,0,0.0,3,3,0.9166666666666666,0,0,1,0,0,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,0.07236842105263157,0.15131578947368418,0.08213552361396301,0.10402321368699281,0.28459734167318207,0.2743333609633847,0,1,1.0,6.123233995736766e-17
2023-03-03,P001,0.019736842105263157,0.7834892854336628,0.3385012919896641,0.423728813559322,0,0.0,4,3,0.9166666666666666,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.07894736842105263,0.13157894736842102,0.06365503080082133,0.11752291132125021,0.27208756841282244,0.2979279481502024,0,1,1.0,6.123233995736766e-17
2023-03-13,P001,0.019736842105263157,0.8021307206897205,0.3152454780361757,0.423728813559322,0,0.0,0,3,0.9166666666666666,0,0,1,0,0,0.0,1.0,1.0,6.123233995736766e-17,0.13157894736842102,0.09868421052631578,0.028747433264887046,0.0723221104907255,0.2587959343236904,0.31909620010452466,0,1,1.0,6.123233995736766e-17
2023-03-21,P001,0.019736842105263157,0.8023732175128766,0.29198966408268734,0.423728813559322,0,0.0,1,3,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.08552631578947369,0.05921052631578948,0.008213552361396315,0.051659373984796836,0.2361219702892885,0.3264921172017615,0,1,1.0,6.123233995736766e-17
2023-03-30,P001,0.05263157894736842,0.7931041489987183,0.2558139534883721,0.423728813559322,0,0.0,3,3,0.9166666666666666,0,0,1,0,0,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,0.039473684210526314,0.1907894736842105,0.012320328542094444,0.05526871398354882,0.21735731039874906,0.3212263501969823,0,1,1.0,6.123233995736766e-17
2023-04-01,P001,0.09210526315789473,0.822527548451949,0.20413436692506462,0.423728813559322,0,0.0,5,4,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.039473684210526314,0.1907894736842105,0.028747433264887046,0.08444602616285683,0.2032838154808444,0.30766171428867883,1,2,1.2246467991473532e-16,-1.0
2023-04-06,P001,0.03289473684210527,0.7909260804655939,0.1757105943152455,0.423728813559322,0,0.0,3,4,0.9166666666666666,0,0,1,0,0,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.02631578947368421,0.1907894736842105,0.030800821355236152,0.0825618142261355,0.1876465989053948,0.3137237900046619,0,2,1.2246467991473532e-16,-1.0
2023-04-07,P001,0.07894736842105263,0.7916305405105167,0.12919896640826875,0.423728813559322,0,0.0,4,4,0.9166666666666666,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.07894736842105263,0.07236842105263157,0.030800821355236152,0.0825618142261355,0.181391712275215,0.3144493614518674,0,2,1.2246467991473532e-16,-1.0
2023-04-10,P001,0.07894736842105263,0.7955331814228467,0.4935400516795866,0.423728813559322,0,0.0,0,4,0.9166666666666666,0,0,1,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.019736842105263157,0.07894736842105263,0.049281314168377804,0.08256181422613527,0.17279124315871774,0.3125828543086496,0,2,1.2246467991473532e-16,-1.0
2023-04-15,P001,0.1381578947368421,0.7860907073591689,0.42377260981912146,0.423728813559322,0,0.0,5,4,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.019736842105263157,0.13157894736842102,0.08624229979466119,0.11581693309042125,0.16419077404222038,0.29557102810354663,1,2,1.2246467991473532e-16,-1.0
2023-04-16,P001,0.09210526315789473,0.812903201770904,0.37209302325581395,0.423728813559322,0,0.0,6,4,0.9166666666666666,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.019736842105263157,0.08552631578947369,0.108829568788501,0.09308664116238503,0.14698983580922598,0.26267198333566044,1,2,1.2246467991473532e-16,-1.0
2023-04-17,P001,0.05263157894736842,0.7753185649606992,0.3359173126614987,0.423728813559322,0,0.0,0,4,0.9166666666666666,0,0,1,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.05263157894736842,0.039473684210526314,0.108829568788501,0.09308664116238503,0.12509773260359658,0.22720823200194937,0,2,1.2246467991473532e-16,-1.0
2023-04-19,P001,0.05263157894736842,0.7907211774236811,0.2997416020671835,0.423728813559322,0,0.0,2,4,0.9166666666666666,0,0,1,0,0,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,0.09210526315789473,0.039473684210526314,0.09650924024640653,0.09691290674885208,0.12118842845973415,0.23034337564759985,0,2,1.2246467991473532e-16,-1.0
2023-04-22,P001,0.07894736842105263,0.8130600118674423,0.2532299741602067,0.423728813559322,0,0.0,5,4,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.03289473684210527,0.02631578947368421,0.11088295687885005,0.07782155184047689,0.11258795934323684,0.2229430797011108,1,2,1.2246467991473532e-16,-1.0
2023-05-08,P001,0.09210526315789473,0.8126092251752343,0.20155038759689922,0.423728813559322,0,0.0,0,5,0.9166666666666666,0,0,1,0,0,0.0,1.0,0.4999999999999999,-0.8660254037844387,0.07894736842105263,0.07894736842105263,0.11498973305954827,0.07856523180559849,0.10789679437060201,0.21907682102409828,0,2,1.2246467991473532e-16,-1.0
2023-05-12,P001,0.09210526315789473,0.7998212432636007,0.14987080103359174,0.423728813559322,0,0.0,4,5,0.9166666666666666,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0.07894736842105263,0.019736842105263157,0.11909650924024637,0.07881191734107817,0.09851446442533224,0.2036870344688205,0,2,1.2246467991473532e-16,-1.0
2023-05-13,P001,0.05263157894736842,0.8215961709887096,0.39018087855297157,0.423728813559322,0,0.0,5,5,0.9166666666666666,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,0.1381578947368421,0.019736842105263157,0.0924024640657084,0.04643560836707537,0.08678655199374502,0.19556253194690185,1,2,1.2246467991473532e-16,-1.0
2023-05-15,P001,0.05263157894736842,0.8214739065289898,0.35400516795865633,0.423728813559322,0,0.0,0,5,0.9166666666666666,0,0,1,0,0,0.0,1.0,0.4999999999999999,-0.8660254037844387,0.09210526315789473,0.019736842105263157,0.08008213552361393,0.044232462441561635,0.07740422204847536,0.1914356115209677,0,2,1.2246467991473532e-16,-1.0
2023-05-16,P001,0.1118421052631579,0.7897732045074605,0.29457364341085274,0.423728813559322,0,0.0,1,5,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,0.05263157894736842,0.05263157894736842,0.09856262833675564,0.060690441764603476,0.07896794370602028,0.192989597581575,0,2,1.2246467991473532e-16,-1.0
2023-05-19,P001,0.02631578947368421,0.8062971954361826,0.268733850129199,0.423728813559322,0,0.0,4,5,0.9166666666666666,0,0,1,0,0,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0.05263157894736842,0.09210526315789473,0.09034907597535932,0.0805222494516012,0.07505863956215786,0.1984565958442662,0,2,1.2246467991473532e-16,-1.0
2023-05-30,P001,0.10526315789473685,0.7926367668535291,0.21188630490956073,0.423728813559322,0,0.0,1,5,0.9166666666666666,0,0,1,0,0,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,0.07894736842105263,0.03289473684210527,0.09856262833675564,0.08935330353696175,0.06489444878811573,0.1698761571596956,0,2,1.2246467991473532e-16,-1.0
