date,product_id,product_category,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days
2025-04-23,P001,Beauty,179.0,3374.11,405.0,671,0,0.0,2,4,7
2025-04-24,P001,Beauty,223.0,3374.11,557.0,671,0,0.0,3,4,7
2025-04-25,P001,Beauty,230.0,3374.11,617.0,671,0,0.0,4,4,7
2025-04-26,P001,Beauty,345.0,3374.11,394.0,671,0,0.0,5,4,7
2025-04-27,P001,Beauty,323.0,3374.11,887.0,671,0,0.0,6,4,7
2025-04-28,P001,Beauty,195.0,3374.11,369.0,671,0,0.0,0,4,7
2025-04-29,P001,Beauty,214.0,3374.11,531.0,671,0,0.0,1,4,7
2025-04-30,P001,Beauty,215.0,3374.11,439.0,671,0,0.0,2,4,7
2025-05-01,P001,Beauty,210.0,3374.11,-30.0,671,0,0.0,3,5,7
2025-05-02,P001,Beauty,185.0,3374.11,414.0,671,0,0.0,4,5,7
2025-05-03,P001,Beauty,301.0,3374.11,597.0,671,0,0.0,5,5,7
2025-05-04,P001,Beauty,311.0,3374.11,792.0,671,0,0.0,6,5,7
2025-05-05,P001,Beauty,235.0,3374.11,312.0,671,0,0.0,0,5,7
2025-05-06,P001,Beauty,397.0,2103.62,911.0,671,1,0.38,1,5,7
2025-05-07,P001,Beauty,236.0,3374.11,435.0,671,0,0.0,2,5,7
2025-05-08,P001,Beauty,182.0,3374.11,359.0,671,0,0.0,3,5,7
2025-05-09,P001,Beauty,247.0,3374.11,670.0,671,0,0.0,4,5,7
2025-05-10,P001,Beauty,290.0,3374.11,561.0,671,0,0.0,5,5,7
2025-05-11,P001,Beauty,324.0,3374.11,537.0,671,0,0.0,6,5,7
2025-05-12,P001,Beauty,215.0,3374.11,264.0,671,0,0.0,0,5,7
2025-05-13,P001,Beauty,222.0,3374.11,374.0,671,0,0.0,1,5,7
2025-05-14,P001,Beauty,197.0,3374.11,440.0,671,0,0.0,2,5,7
2025-05-15,P001,Beauty,205.0,3374.11,256.0,671,0,0.0,3,5,7
2025-05-16,P001,Beauty,200.0,3374.11,290.0,671,0,0.0,4,5,7
2025-05-17,P001,Beauty,353.0,3374.11,868.0,671,0,0.0,5,5,7
2025-05-18,P001,Beauty,316.0,3374.11,816.0,671,0,0.0,6,5,7
2025-05-19,P001,Beauty,213.0,3374.11,505.0,671,0,0.0,0,5,7
2025-05-20,P001,Beauty,211.0,3374.11,364.0,671,0,0.0,1,5,7
2025-05-21,P001,Beauty,186.0,3374.11,440.0,671,0,0.0,2,5,7
2025-05-22,P001,Beauty,348.0,2612.47,912.0,671,1,0.23,3,5,7
2025-05-23,P001,Beauty,196.0,3374.11,393.0,671,0,0.0,4,5,7
2025-05-24,P001,Beauty,317.0,3374.11,552.0,671,0,0.0,5,5,7
2025-05-25,P001,Beauty,474.0,2541.97,1238.0,671,1,0.25,6,5,7
2025-05-26,P001,Beauty,194.0,3374.11,473.0,671,0,0.0,0,5,7
2025-05-27,P001,Beauty,216.0,3374.11,511.0,671,0,0.0,1,5,7
2025-05-28,P001,Beauty,198.0,3374.11,313.0,671,0,0.0,2,5,7
2025-05-29,P001,Beauty,233.0,3374.11,647.0,671,0,0.0,3,5,7
2025-05-30,P001,Beauty,251.0,3374.11,319.0,671,0,0.0,4,5,7
2025-05-31,P001,Beauty,303.0,3374.11,480.0,671,0,0.0,5,5,7
2025-06-01,P001,Beauty,306.0,3374.11,378.0,671,0,0.0,6,6,7
2025-06-02,P001,Beauty,220.0,3374.11,390.0,671,0,0.0,0,6,7
2025-06-03,P001,Beauty,214.0,3374.11,532.0,671,0,0.0,1,6,7
2025-06-04,P001,Beauty,224.0,3374.11,458.0,671,0,0.0,2,6,7
2025-06-05,P001,Beauty,196.0,3374.11,471.0,671,0,0.0,3,6,7
2025-06-06,P001,Beauty,200.0,3374.11,302.0,671,0,0.0,4,6,7
2025-06-07,P001,Beauty,280.0,3374.11,445.0,671,0,0.0,5,6,7
2025-06-08,P001,Beauty,313.0,3374.11,371.0,671,0,0.0,6,6,7
2025-06-09,P001,Beauty,191.0,3374.11,230.0,671,0,0.0,0,6,7
2025-06-10,P001,Beauty,234.0,3374.11,528.0,671,0,0.0,1,6,7
2025-06-11,P001,Beauty,203.0,3374.11,386.0,671,0,0.0,2,6,7
2025-06-12,P001,Beauty,225.0,3374.11,616.0,671,0,0.0,3,6,7
2025-06-13,P001,Beauty,210.0,3374.11,565.0,671,0,0.0,4,6,7
2025-06-14,P001,Beauty,316.0,3374.11,799.0,671,0,0.0,5,6,7
2025-06-15,P001,Beauty,311.0,3374.11,448.0,671,0,0.0,6,6,7
2025-06-16,P001,Beauty,222.0,3374.11,441.0,671,0,0.0,0,6,7
2025-06-17,P001,Beauty,206.0,3374.11,364.0,671,0,0.0,1,6,7
2025-06-18,P001,Beauty,175.0,3374.11,282.0,671,0,0.0,2,6,7
2025-06-19,P001,Beauty,195.0,3374.11,291.0,671,0,0.0,3,6,7
2025-06-20,P001,Beauty,230.0,3374.11,497.0,671,0,0.0,4,6,7
2025-06-21,P001,Beauty,271.0,3374.11,587.0,671,0,0.0,5,6,7
2025-06-22,P001,Beauty,320.0,3374.11,642.0,671,0,0.0,6,6,7
2025-06-23,P001,Beauty,206.0,3374.11,279.0,671,0,0.0,0,6,7
2025-06-24,P001,Beauty,230.0,3374.11,475.0,671,0,0.0,1,6,7
2025-06-25,P001,Beauty,197.0,3374.11,331.0,671,0,0.0,2,6,7
2025-06-26,P001,Beauty,209.0,3374.11,283.0,671,0,0.0,3,6,7
2025-06-27,P001,Beauty,195.0,3374.11,453.0,671,0,0.0,4,6,7
2025-06-28,P001,Beauty,321.0,3374.11,541.0,671,0,0.0,5,6,7
2025-06-29,P001,Beauty,349.0,3374.11,730.0,671,0,0.0,6,6,7
2025-06-30,P001,Beauty,226.0,3374.11,473.0,671,0,0.0,0,6,7
2025-07-01,P001,Beauty,212.0,3374.11,239.0,671,0,0.0,1,7,7
2025-07-02,P001,Beauty,216.0,3374.11,576.0,671,0,0.0,2,7,7
2025-07-03,P001,Beauty,227.0,3374.11,472.0,671,0,0.0,3,7,7
2025-07-04,P001,Beauty,244.0,3374.11,652.0,671,0,0.0,4,7,7
2025-07-05,P001,Beauty,303.0,3374.11,840.0,671,0,0.0,5,7,7
2025-07-06,P001,Beauty,314.0,3374.11,558.0,671,0,0.0,6,7,7
2025-07-07,P001,Beauty,352.0,2528.69,389.0,671,1,0.25,0,7,7
2025-07-08,P001,Beauty,230.0,3374.11,388.0,671,0,0.0,1,7,7
2025-07-09,P001,Beauty,169.0,3374.11,315.0,671,0,0.0,2,7,7
2025-07-10,P001,Beauty,192.0,3374.11,373.0,671,0,0.0,3,7,7
2025-07-11,P001,Beauty,210.0,3374.11,360.0,671,0,0.0,4,7,7
2025-07-12,P001,Beauty,293.0,3374.11,396.0,671,0,0.0,5,7,7
2025-07-13,P001,Beauty,322.0,3374.11,899.0,671,0,0.0,6,7,7
2025-07-14,P001,Beauty,200.0,3374.11,291.0,671,0,0.0,0,7,7
2025-07-15,P001,Beauty,216.0,3374.11,307.0,671,0,0.0,1,7,7
2025-07-16,P001,Beauty,336.0,2390.15,628.0,671,1,0.29,2,7,7
2025-07-17,P001,Beauty,215.0,3374.11,382.0,671,0,0.0,3,7,7
2025-07-18,P001,Beauty,206.0,3374.11,557.0,671,0,0.0,4,7,7
2025-07-19,P001,Beauty,305.0,3374.11,669.0,671,0,0.0,5,7,7
2025-07-20,P001,Beauty,330.0,3374.11,487.0,671,0,0.0,6,7,7
2025-07-21,P001,Beauty,237.0,3374.11,268.0,671,0,0.0,0,7,7
2025-07-22,P001,Beauty,203.0,3374.11,305.0,671,0,0.0,1,7,7
2025-07-23,P001,Beauty,222.0,3374.11,516.0,671,0,0.0,2,7,7
2025-07-24,P001,Beauty,206.0,3374.11,298.0,671,0,0.0,3,7,7
2025-07-25,P001,Beauty,235.0,3374.11,263.0,671,0,0.0,4,7,7
2025-07-26,P001,Beauty,318.0,3374.11,832.0,671,0,0.0,5,7,7
2025-07-27,P001,Beauty,288.0,3374.11,443.0,671,0,0.0,6,7,7
2025-07-28,P001,Beauty,183.0,3374.11,328.0,671,0,0.0,0,7,7
2025-07-29,P001,Beauty,224.0,3374.11,358.0,671,0,0.0,1,7,7
2025-07-30,P001,Beauty,202.0,3374.11,389.0,671,0,0.0,2,7,7
2025-07-31,P001,Beauty,220.0,3374.11,401.0,671,0,0.0,3,7,7
2025-08-01,P001,Beauty,361.0,2596.03,482.0,671,1,0.23,4,8,7
2025-08-02,P001,Beauty,324.0,3374.11,645.0,671,0,0.0,5,8,7
2025-08-03,P001,Beauty,280.0,3374.11,618.0,671,0,0.0,6,8,7
2025-08-04,P001,Beauty,223.0,3374.11,249.0,671,0,0.0,0,8,7
2025-08-05,P001,Beauty,243.0,3374.11,339.0,671,0,0.0,1,8,7
2025-08-06,P001,Beauty,242.0,3374.11,423.0,671,0,0.0,2,8,7
2025-08-07,P001,Beauty,205.0,3374.11,311.0,671,0,0.0,3,8,7
2025-08-08,P001,Beauty,216.0,3374.11,368.0,671,0,0.0,4,8,7
2025-08-09,P001,Beauty,322.0,3374.11,717.0,671,0,0.0,5,8,7
2025-08-10,P001,Beauty,277.0,3374.11,405.0,671,0,0.0,6,8,7
2025-08-11,P001,Beauty,307.0,2602.52,649.0,671,1,0.23,0,8,7
2025-08-12,P001,Beauty,214.0,3374.11,274.0,671,0,0.0,1,8,7
2025-08-13,P001,Beauty,421.0,2130.89,639.0,671,1,0.37,2,8,7
2025-08-14,P001,Beauty,211.0,3374.11,481.0,671,0,0.0,3,8,7
2025-08-15,P001,Beauty,178.0,3374.11,473.0,671,0,0.0,4,8,7
2025-08-16,P001,Beauty,333.0,3374.11,618.0,671,0,0.0,5,8,7
2025-08-17,P001,Beauty,331.0,3374.11,817.0,671,0,0.0,6,8,7
2025-08-18,P001,Beauty,214.0,3374.11,544.0,671,0,0.0,0,8,7
2025-08-19,P001,Beauty,182.0,3374.11,492.0,671,0,0.0,1,8,7
2025-08-20,P001,Beauty,379.0,2153.78,533.0,671,1,0.36,2,8,7
2025-08-21,P001,Beauty,191.0,3374.11,525.0,671,0,0.0,3,8,7
2025-08-22,P001,Beauty,232.0,3374.11,595.0,671,0,0.0,4,8,7
2025-08-23,P001,Beauty,328.0,3374.11,693.0,671,0,0.0,5,8,7
2025-08-24,P001,Beauty,300.0,3374.11,369.0,671,0,0.0,6,8,7
2025-08-25,P001,Beauty,235.0,3374.11,384.0,671,0,0.0,0,8,7
2025-08-26,P001,Beauty,194.0,3374.11,318.0,671,0,0.0,1,8,7
2025-08-27,P001,Beauty,216.0,3374.11,246.0,671,0,0.0,2,8,7
2025-08-28,P001,Beauty,228.0,3374.11,589.0,671,0,0.0,3,8,7
2025-08-29,P001,Beauty,201.0,3374.11,435.0,671,0,0.0,4,8,7
2025-08-30,P001,Beauty,337.0,3374.11,810.0,671,0,0.0,5,8,7
2025-08-31,P001,Beauty,340.0,3374.11,437.0,671,0,0.0,6,8,7
2025-09-01,P001,Beauty,201.0,3374.11,322.0,671,0,0.0,0,9,7
2025-09-02,P001,Beauty,210.0,3374.11,473.0,671,0,0.0,1,9,7
2025-09-03,P001,Beauty,216.0,3374.11,526.0,671,0,0.0,2,9,7
2025-09-04,P001,Beauty,230.0,3374.11,435.0,671,0,0.0,3,9,7
2025-09-05,P001,Beauty,207.0,3374.11,576.0,671,0,0.0,4,9,7
2025-09-06,P001,Beauty,313.0,3374.11,617.0,671,0,0.0,5,9,7
2025-09-07,P001,Beauty,319.0,3374.11,470.0,671,0,0.0,6,9,7
2025-09-08,P001,Beauty,199.0,3374.11,546.0,671,0,0.0,0,9,7
2025-09-09,P001,Beauty,234.0,3374.11,653.0,671,0,0.0,1,9,7
2025-09-10,P001,Beauty,238.0,3374.11,324.0,671,0,0.0,2,9,7
2025-09-11,P001,Beauty,200.0,3374.11,296.0,671,0,0.0,3,9,7
2025-09-12,P001,Beauty,240.0,3374.11,622.0,671,0,0.0,4,9,7
2025-09-13,P001,Beauty,344.0,3374.11,898.0,671,0,0.0,5,9,7
2025-09-14,P001,Beauty,314.0,3374.11,639.0,671,0,0.0,6,9,7
2025-09-15,P001,Beauty,217.0,3374.11,376.0,671,0,0.0,0,9,7
2025-09-16,P001,Beauty,210.0,3374.11,309.0,671,0,0.0,1,9,7
2025-09-17,P001,Beauty,245.0,3374.11,624.0,671,0,0.0,2,9,7
2025-09-18,P001,Beauty,259.0,3374.11,438.0,671,0,0.0,3,9,7
2025-09-19,P001,Beauty,200.0,3374.11,310.0,671,0,0.0,4,9,7
2025-09-20,P001,Beauty,320.0,3374.11,823.0,671,0,0.0,5,9,7
2025-09-21,P001,Beauty,330.0,3374.11,754.0,671,0,0.0,6,9,7
2025-09-22,P001,Beauty,237.0,3374.11,615.0,671,0,0.0,0,9,7
2025-09-23,P001,Beauty,223.0,3374.11,558.0,671,0,0.0,1,9,7
2025-09-24,P001,Beauty,233.0,3374.11,580.0,671,0,0.0,2,9,7
2025-09-25,P001,Beauty,195.0,3374.11,216.0,671,0,0.0,3,9,7
2025-09-26,P001,Beauty,214.0,3374.11,329.0,671,0,0.0,4,9,7
2025-09-27,P001,Beauty,309.0,3374.11,749.0,671,0,0.0,5,9,7
2025-09-28,P001,Beauty,313.0,3374.11,526.0,671,0,0.0,6,9,7
2025-09-29,P001,Beauty,240.0,3374.11,305.0,671,0,0.0,0,9,7
2025-09-30,P001,Beauty,201.0,3374.11,463.0,671,0,0.0,1,9,7
2025-10-01,P001,Beauty,562.0,2278.7,1211.0,671,1,0.32,2,10,7
2025-10-02,P001,Beauty,609.0,1985.79,695.0,671,1,0.41,3,10,7
2025-10-03,P001,Beauty,509.0,2540.42,1226.0,671,1,0.25,4,10,7
2025-10-04,P001,Beauty,445.0,3374.11,811.0,671,0,0.0,5,10,7
2025-10-05,P001,Beauty,469.0,3374.11,1149.0,671,0,0.0,6,10,7
2025-10-06,P001,Beauty,347.0,3374.11,942.0,671,0,0.0,0,10,7
2025-10-07,P001,Beauty,350.0,3374.11,946.0,671,0,0.0,1,10,7
2025-10-08,P001,Beauty,301.0,3374.11,834.0,671,0,0.0,2,10,7
2025-10-09,P001,Beauty,357.0,3374.11,532.0,671,0,0.0,3,10,7
2025-10-10,P001,Beauty,326.0,3374.11,837.0,671,0,0.0,4,10,7
2025-10-11,P001,Beauty,472.0,3374.11,668.0,671,0,0.0,5,10,7
2025-10-12,P001,Beauty,490.0,3374.11,1172.0,671,0,0.0,6,10,7
2025-10-13,P001,Beauty,339.0,3374.11,391.0,671,0,0.0,0,10,7
2025-10-14,P001,Beauty,349.0,3374.11,453.0,671,0,0.0,1,10,7
2025-10-15,P001,Beauty,334.0,3374.11,611.0,671,0,0.0,2,10,7
2025-10-16,P001,Beauty,310.0,3374.11,482.0,671,0,0.0,3,10,7
2025-10-17,P001,Beauty,324.0,3374.11,607.0,671,0,0.0,4,10,7
2025-10-18,P001,Beauty,647.0,2794.66,1032.0,671,1,0.17,5,10,7
2025-10-19,P001,Beauty,429.0,3374.11,1040.0,671,0,0.0,6,10,7
2025-10-20,P001,Beauty,529.0,2381.61,710.0,671,1,0.29,0,10,7
2025-10-21,P001,Beauty,316.0,3374.11,724.0,671,0,0.0,1,10,7
2025-10-22,P001,Beauty,307.0,3374.11,355.0,671,0,0.0,2,10,7
2025-10-23,P001,Beauty,517.0,2466.21,1067.0,671,1,0.27,3,10,7
2025-10-24,P001,Beauty,313.0,3374.11,399.0,671,0,0.0,4,10,7
2025-10-25,P001,Beauty,486.0,3374.11,560.0,671,0,0.0,5,10,7
2025-10-26,P001,Beauty,476.0,3374.11,1228.0,671,0,0.0,6,10,7
2025-10-27,P001,Beauty,311.0,3374.11,521.0,671,0,0.0,0,10,7
2025-10-28,P001,Beauty,349.0,3374.11,765.0,671,0,0.0,1,10,7
2025-10-29,P001,Beauty,328.0,3374.11,406.0,671,0,0.0,2,10,7
2025-10-30,P001,Beauty,463.0,2617.86,1027.0,671,1,0.22,3,10,7
2025-10-31,P001,Beauty,313.0,3374.11,726.0,671,0,0.0,4,10,7
2025-11-01,P001,Beauty,453.0,3374.11,553.0,671,0,0.0,5,11,7
2025-11-02,P001,Beauty,723.0,2607.16,1862.0,671,1,0.23,6,11,7
2025-11-03,P001,Beauty,314.0,3374.11,543.0,671,0,0.0,0,11,7
2025-11-04,P001,Beauty,354.0,3374.11,911.0,671,0,0.0,1,11,7
2025-11-05,P001,Beauty,356.0,3374.11,920.0,671,0,0.0,2,11,7
2025-11-06,P001,Beauty,314.0,3374.11,493.0,671,0,0.0,3,11,7
2025-11-07,P001,Beauty,351.0,3374.11,464.0,671,0,0.0,4,11,7
2025-11-08,P001,Beauty,501.0,3374.11,704.0,671,0,0.0,5,11,7
2025-11-09,P001,Beauty,474.0,3374.11,1223.0,671,0,0.0,6,11,7
2025-11-10,P001,Beauty,345.0,3374.11,590.0,671,0,0.0,0,11,7
2025-11-11,P001,Beauty,316.0,3374.11,486.0,671,0,0.0,1,11,7
2025-11-12,P001,Beauty,301.0,3374.11,726.0,671,0,0.0,2,11,7
2025-11-13,P001,Beauty,322.0,3374.11,394.0,671,0,0.0,3,11,7
2025-11-14,P001,Beauty,332.0,3374.11,555.0,671,0,0.0,4,11,7
2025-11-15,P001,Beauty,444.0,3374.11,1021.0,671,0,0.0,5,11,7
2025-11-16,P001,Beauty,465.0,3374.11,540.0,671,0,0.0,6,11,7
2025-11-17,P001,Beauty,316.0,3374.11,780.0,671,0,0.0,0,11,7
2025-11-18,P001,Beauty,362.0,3374.11,524.0,671,0,0.0,1,11,7
2025-11-19,P001,Beauty,321.0,3374.11,864.0,671,0,0.0,2,11,7
2025-11-20,P001,Beauty,454.0,2744.39,1220.0,671,1,0.19,3,11,7
2025-11-21,P001,Beauty,311.0,3374.11,863.0,671,0,0.0,4,11,7
2025-11-22,P001,Beauty,,3374.11,,671,0,0.0,5,11,7
2025-11-23,P001,Beauty,490.0,3374.11,968.0,671,0,0.0,6,11,7
2025-11-24,P001,Beauty,329.0,3374.11,440.0,671,0,0.0,0,11,7
2025-11-25,P001,Beauty,476.0,2556.29,1308.0,671,1,0.24,1,11,7
2025-11-26,P001,Beauty,334.0,3374.11,619.0,671,0,0.0,2,11,7
